sentence_id,1-gram_add1,1-gram_addk,1-gram_tokentype,2-gram_add1,2-gram_addk,2-gram_tokentype,3-gram_add1,3-gram_addk,3-gram_tokentype,4-gram_add1,4-gram_addk,4-gram_tokentype
1,2.4330640150167235e-266,3.201818600929176e-267,2.1038832350292228e-300,4.069386709581319e-275,2.8503308379927157e-261,4.596990112894753e-290,1.2640615667759874e-279,5.303482032520603e-266,2.2576861287220392e-281,4.228800298176931e-280,2.1367843449931705e-266,5.075056307808197e-279
2,5.886164537764038e-53,1.1927610106070264e-52,1.8991660901775313e-60,1.9446984258382074e-56,1.5803422747738718e-53,4.076948423163662e-59,2.903134306765486e-57,3.0083671325981973e-54,1.161745535212005e-56,1.4524184846682518e-57,2.0079307492257164e-54,2.323869575469203e-56
3,4.367296185467079e-154,6.732172808112615e-153,4.3001470336498035e-208,4.228782627889148e-178,3.527777727153263e-167,4.162720839788602e-204,2.142786176047602e-192,1.75555693243639e-182,1.36220977688389e-197,8.529000189533872e-195,3.842359511853987e-185,1.153427775982954e-194
4,5.0885673649693735e-87,8.66499006428568e-87,2.8646773442329753e-104,1.8753100991999307e-94,1.4926039012947922e-89,5.1571341184505944e-101,6.553235139783342e-97,8.425387578124245e-92,2.8590570628504094e-97,3.4666076413779457e-98,4.60059172327795e-93,5.546572226204713e-97
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,5.524184497403684e-41,1.7382448450397937e-40,2.2599757104500083e-52,3.2188250301549683e-47,1.7244428180254865e-44,9.315381484764498e-52,7.568903859979835e-50,3.473036252355096e-47,7.819250792321229e-50,3.8014811302051165e-50,2.3362115640712025e-47,6.0823698083281864e-49
8,1.9950175549169943e-76,4.0786419426002204e-76,2.760606316439228e-100,6.564560898790019e-85,1.346526179769737e-79,9.161558757035665e-98,1.1828118598668359e-92,1.1767164020979393e-87,5.594914643446833e-95,1.7729966305983275e-94,1.5683422576499505e-89,1.7735164693289562e-93
9,1.1474908804749373e-28,1.5940662496964388e-28,2.0182309741458912e-32,3.28850190169349e-30,1.7593351296406143e-28,4.1794682760605284e-31,2.6620192957076717e-31,1.6149673407489457e-29,8.881203312702267e-31,1.3323107070995444e-31,1.0787498947800922e-29,2.131697131359271e-30
10,8.206626742084881e-182,3.224268729806921e-181,6.336190896882421e-228,6.684476090985657e-199,1.040059061058219e-187,1.0523351802781028e-223,4.7274280554301544e-213,1.1777741105162055e-202,2.6140240748980802e-216,2.4378628179020196e-213,8.350577585002355e-203,3.9005805086432313e-212
11,5.657660905197961e-172,1.524286219931079e-171,2.211989699844558e-208,1.244748282435357e-182,6.217963515830588e-172,7.890223669447665e-203,5.073513910162696e-193,3.648608355326447e-183,1.6356428345281878e-196,8.535668599176774e-195,3.8483671585344024e-185,1.8022088834215326e-194
12,8.36135561093117e-227,2.7337548615864253e-226,3.821290770327754e-280,6.132694440117999e-248,1.963523532138813e-234,3.584233004862364e-274,1.452691787869271e-260,1.070433822167983e-247,3.4541552305704215e-264,1.4816394312221335e-261,9.860857245565367e-249,7.503732341164564e-261
13,6.653814473602441e-67,9.591078571585925e-67,1.9466908829920342e-80,1.3573943360841725e-70,2.486498464754032e-66,5.514009989744397e-77,1.644623619001717e-74,2.0332003169701735e-70,1.0110472265967436e-75,4.1409469166696296e-76,4.3417180240281075e-72,3.729720540359632e-75
14,8.52629962762218e-116,3.4413201995631894e-115,3.1607867896774284e-148,2.3636900302118217e-126,1.4421346937879252e-118,1.1079968115268802e-143,7.162969479414823e-138,7.359059149135466e-131,2.472250895055211e-141,3.6737613547950515e-139,3.787333263022481e-132,3.1687986916418295e-138
15,9.547666785006515e-143,3.053286061251591e-142,2.889654618479295e-176,2.770515515721959e-155,2.202758107409525e-146,2.114836384025346e-170,7.992172477710168e-163,2.7734532665245546e-154,1.10050346404204e-165,4.003775041921002e-165,7.045407048968688e-157,4.833057642726831e-165
16,8.17490144277021e-17,1.6342740555800682e-16,2.2191768168954038e-20,2.1167824584282824e-18,3.505531301699926e-17,7.776384340678764e-20,5.3270355965482424e-20,1.0603514653802752e-18,1.487791196985711e-19,1.7840093473078357e-20,4.281204020323371e-19,2.854414955692537e-19
17,2.332206319945376e-117,1.1292962115479328e-116,2.7847829753664584e-156,1.7432763754061133e-135,3.5823173918398296e-127,6.245595359291199e-152,3.3132116921177153e-144,1.5015188275685536e-136,1.657831153218644e-147,2.1046079820332638e-146,5.4209919478384145e-139,4.668214659476111e-146
18,5.022764630670845e-265,4.45730984200157e-264,0.0,1.9136051621581008e-291,2.6340294355048313e-275,1.812e-320,1.6289401324621622e-304,1.713658375821909e-289,1.92913171527243e-309,4.604625397361282e-306,3.967993434907113e-291,2.0118445489040115e-305
19,1.747018665110371e-203,8.674340440147204e-203,1.437200765904351e-244,2.0310045899433488e-216,4.031811236456721e-204,9.675734485498256e-237,5.679557197858257e-226,1.6769879244141682e-214,3.1584612948231493e-229,3.5544949009861505e-228,6.154198660954837e-217,1.0981023766402628e-227
20,5.942947316070269e-248,1.1371911358134574e-247,4.145510023074697e-304,8.260242999877199e-272,3.498911492714467e-257,3.5705015886552726e-296,1.6197968619992672e-282,1.5849959279249404e-268,2.6031807048803617e-286,8.262602767267721e-284,6.259497911814647e-270,3.7199884977092928e-283
21,5.956133580752402e-51,1.1369731976550854e-50,3.071926847813356e-64,2.3453240858269915e-58,3.064932514886549e-55,1.5600748525438152e-62,8.414068613006862e-61,1.436522988990665e-57,5.507355598820103e-61,2.8386953672789053e-61,5.885483388057791e-58,3.406767360441561e-60
22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,1.330250872783974e-50,1.9934005223265856e-50,2.1808772388189015e-60,1.681603636829359e-55,1.738600257027204e-52,1.2875880467796075e-58,8.700049856533568e-57,1.1007015424887076e-53,9.983181558447758e-57,1.4518509119896013e-57,2.0063622065058843e-54,1.4523829983752897e-56
24,4.737705040889048e-243,1.2430394991180992e-242,1.7666327517749487e-292,1.3916927838733338e-257,2.418434540878322e-243,1.0241092209100165e-283,7.045515598911505e-269,3.0878313251889377e-255,5.05916673477172e-274,1.0992872684252751e-272,2.4524419531304047e-259,1.4438082586560633e-272
25,1.4940359444405193e-67,2.1475088773748842e-67,2.1398870651438323e-76,5.544976532308401e-69,2.9090564609536163e-65,4.343721265650313e-74,4.185442791833798e-72,2.1679819484175494e-68,5.611253495173111e-72,2.1201648213348504e-72,1.483275600942136e-68,3.3922637141357607e-71
26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,1.5180306462065975e-243,5.038592109086065e-243,2.7235514074852276e-300,3.29042953483653e-266,1.265077091309234e-251,1.7629354154454888e-291,1.8490670086327424e-277,2.3078566271002018e-263,4.416604887808347e-281,2.138530104550314e-279,1.6452132160341034e-265,6.500865357737521e-279
28,7.745677959259399e-68,3.6693130710180526e-67,1.9738914265320924e-84,6.688817031734047e-77,1.1928883687247463e-72,5.354044735097725e-83,2.424676622565926e-79,3.172832475488513e-75,1.3363111969516188e-79,8.099647338723351e-80,1.274598905442537e-75,9.720526726015175e-79
29,1.3563247230011524e-26,2.6697269710132657e-26,1.8232958843857168e-28,3.823186679274562e-27,1.210810554091228e-25,9.245833211199947e-28,1.362953879402328e-27,5.517266758445315e-26,8.178522506601264e-27,6.81610157752127e-28,3.679615891094895e-26,1.0905762524034031e-26
30,5.030355803057041e-162,2.8550920951810904e-161,2.8331055717232315e-208,8.99167496168633e-178,7.998124949375873e-167,2.0075304134426825e-201,1.2022851847859435e-190,1.798829752107223e-180,1.2384708153482965e-195,2.871238757654034e-193,2.46601796082679e-183,9.105603999136715e-194
31,1.881727209170391e-47,3.8012059069827556e-47,1.870037843017076e-56,7.534430480428396e-50,7.690581716381975e-47,4.203293117855409e-55,2.058567198231901e-52,1.843977829283088e-49,2.466358749894286e-53,7.411739384295413e-54,6.814423619070109e-51,6.241467794538494e-53
32,6.882321586619572e-23,1.076786923600243e-22,1.853780721576739e-24,1.310720894058983e-23,2.5020269052834743e-22,1.4905142355228358e-23,6.973553523962011e-24,1.8823075090895934e-22,5.578842819169609e-23,3.487117567059882e-24,1.2551169804524686e-22,5.579388107295811e-23
33,1.7894515516645385e-292,9.605220310662918e-292,0.0,1.5261793975e-314,1.0404870831668937e-294,0.0,0.0,5e-324,0.0,0.0,0.0,0.0
34,9.28549069005646e-24,2.0544681206007416e-23,1.818000458407541e-28,3.355396682323889e-26,1.4147411711489657e-24,9.691492199903875e-28,2.0414380932045414e-27,9.168565191979426e-26,4.673376183597579e-27,6.815435487266455e-28,3.67889686502922e-26,8.179321893025526e-27
35,3.3595332246219823e-156,2.0819109687014452e-155,2.5612409013042204e-200,3.242382540364442e-172,1.1575601132190277e-161,5.542891674156242e-193,5.076454195649542e-184,2.136382627089305e-174,2.658689004471768e-188,3.337414336057038e-187,7.401766320376264e-178,3.5052931242566915e-187
36,3.0016500589314705e-290,2.0493330960590157e-290,0.0,1.8305936841279486e-304,1.1166382227405764e-288,0.0,2.3549260029e-312,5.1226517706609074e-297,4.245866945e-315,1.76047623066e-313,3.415080565681287e-298,9.9082444466e-313
37,2.0289297335265106e-78,3.3552923551368163e-78,2.4477187964736436e-92,5.875154543810612e-85,1.4100327077628654e-80,6.720829665499724e-90,6.1831626321824e-87,1.640034112205871e-82,1.0830936371502966e-86,3.094906128692357e-87,1.0957083600610449e-82,4.951849805907771e-86
38,2.2105244826833437e-25,4.771965173036623e-25,1.8971669101392328e-28,4.5515326781386895e-26,1.6552377854408737e-24,9.112217768306763e-28,1.3630870844335439e-27,5.518345086747562e-26,1.0904696675468351e-26,6.81610157752127e-28,3.679615891094895e-26,1.0905762524034031e-26
39,2.3653457566925937e-24,3.7592980841689466e-24,2.00823492622369e-28,1.2112181974672332e-25,5.183050939419362e-24,1.293854446555885e-27,1.3594976949119922e-27,5.489345690661162e-26,3.4072182166228615e-27,6.81610157752127e-28,3.679615891094895e-26,1.0905762524034031e-26
40,4.4994058913963935e-21,9.092522106031764e-21,2.1621444955981828e-24,9.545661191309819e-23,2.087218184444064e-21,1.5829805319692697e-23,6.963345335920688e-24,1.8768052947981888e-22,2.988624069410651e-23,3.487117567059882e-24,1.2551169804524686e-22,5.579388107295811e-23
41,5.915317502982757e-48,1.6626618248127276e-47,2.324436988087114e-60,1.1344768655721821e-53,1.641607548410045e-50,4.706840582312704e-59,2.8859011167365824e-57,2.9728078759449346e-54,1.6161073249424812e-57,1.4524184846682518e-57,2.0079307492257164e-54,2.323869575469203e-56
42,7.941016336293693e-14,1.0393930261770515e-13,1.8657928449926176e-12,1.8673825443812742e-12,1.1203200348348988e-11,7.469530177525097e-12,9.337825331887988e-13,7.47026026551039e-12,7.47026026551039e-12,9.337825331887988e-13,7.47026026551039e-12,7.47026026551039e-12
43,3.616579553715915e-173,2.3807068149908613e-172,5.0277302649818266e-232,1.1221074407026755e-198,7.393021316677922e-187,1.1043414546774667e-226,6.589969304878104e-213,8.659527396820772e-202,3.689534943291827e-219,7.112938669218502e-216,5.62988810509926e-205,1.1403087844189144e-215
44,1.1823836005796997e-74,1.5136750512696013e-74,2.218511897828703e-88,3.2322938221668106e-81,4.942003590188501e-77,2.5435082356359767e-86,3.1574445104193998e-83,5.573470894509077e-79,4.3447831314675816e-83,1.5833539754390097e-83,3.737461216168224e-79,2.5333663607024155e-82
45,1.1448624857290511e-67,1.4278383182615059e-67,1.8743362747357913e-76,8.727467342287909e-72,2.6933609673972376e-68,1.5602301158807885e-74,4.239500886754002e-72,2.2240438700399116e-68,2.5439491345281696e-71,2.1201648213348504e-72,1.483275600942136e-68,3.3922637141357607e-71
46,2.1369278283083586e-239,2.6339949686047013e-238,4.2765053062824015e-308,8.666339041076506e-260,3.7844546651845607e-243,6.427008069207413e-300,4.487934920758251e-279,1.000301161814226e-263,2.117660389943331e-290,1.8056068346632423e-285,5.755710150059029e-271,9.277380355890827e-288
47,1.1160020864534517e-148,9.242973419368821e-148,3.0595754743528464e-192,8.085922114008363e-166,1.3938399478646718e-155,6.752245675191724e-187,4.6611283303585666e-178,7.418712891796625e-169,2.1509984227428775e-182,5.84735783473891e-180,5.209587191515055e-171,9.876581356413201e-180
48,1.226794540335146e-100,4.670253490646409e-100,2.8053779421660628e-132,1.6296941656523e-115,7.227229453084503e-109,3.7175708794190905e-129,2.462868519167672e-123,5.156188337336339e-117,5.056163634601778e-125,2.5184302443992564e-124,5.133971850923299e-118,1.6797740349694845e-123
49,1.1662920318391175e-28,2.581013479371574e-28,1.839330308801974e-32,5.772803585750736e-29,4.0407729606572076e-27,2.9842765751322414e-31,1.1940566492293118e-30,9.092805387849218e-29,2.9578792653094936e-30,1.3313998588770917e-31,1.077276048920141e-29,1.3321805096298777e-30
50,5.016124587153085e-78,1.9190978092463906e-77,3.291287985959893e-104,1.2965605038890679e-91,2.2117155049461252e-86,3.4020581970922767e-102,1.9958503308665614e-97,2.3327055549413474e-92,2.98500630699653e-98,2.3101686457326525e-98,2.758198717174296e-93,1.6641342921448261e-97
51,6.019194536835725e-225,3.496848835473243e-224,2.1054255598180085e-280,4.709543039314089e-248,7.311996688092883e-234,1.6276729877200049e-273,4.384550398782941e-261,2.3987527377526866e-248,1.8112528157132374e-265,1.482218734057197e-261,9.868568570511317e-249,2.3715499744915153e-260
52,1.2370090286455986e-61,2.9735100518134864e-61,2.0665097363296992e-72,6.576425767825116e-65,2.2379312910919324e-61,9.332368416110873e-71,3.1349606261029393e-68,1.1754412002876282e-64,6.938449153036916e-68,1.0845703247132923e-68,5.058464417642192e-65,1.3016115871138916e-67
53,9.176612033974146e-26,2.039872310729999e-25,1.8360428791164075e-28,2.5306025196979477e-27,7.166124731948016e-26,7.478819935616871e-28,1.3630870844335439e-27,5.518345086747562e-26,1.0904696675468351e-26,6.81610157752127e-28,3.679615891094895e-26,1.0905762524034031e-26
54,9.717135427901092e-244,3.710913722379933e-242,0.0,1.9772762389455512e-284,1.2927855132614284e-266,0.0,1.91996553367998e-308,5.888107841909513e-292,2.5934e-320,1.9076922e-315,1.1976815004579135e-299,2.524137e-317
55,1.276572127760289e-110,6.995872493954912e-110,3.913415889002548e-144,3.7721916379481705e-124,1.5349047020079938e-116,5.890362473807113e-140,1.5311849708740842e-133,1.5432346508364664e-126,3.2063257399185128e-136,1.8791285207229744e-135,1.2913532668065397e-128,6.89956874172876e-135
56,5.996e-320,3.676387e-318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,1.9346715279443976e-28,3.313505085249186e-28,2.28720670910772e-32,5.818858800303568e-31,2.2455715594198416e-29,1.527628501387601e-31,2.664100624320422e-31,1.617492453370072e-29,1.5986165962864078e-30,1.3323107070995444e-31,1.0787498947800922e-29,2.131697131359271e-30
58,2.1149877514763277e-218,1.4560323489964828e-216,5.751971657521653e-304,3.3902414405390493e-245,4.5461552602334526e-228,4.600679222440074e-295,3.760219158948085e-272,1.0491077391519943e-256,4.294878929714229e-286,5.730184426688715e-281,1.306213306887796e-266,1.191366758184426e-284
59,4.0128941163698734e-169,9.615478948786274e-168,4.253759065548343e-228,2.7526509634458346e-199,1.2530108665144604e-187,2.552461458305837e-224,3.612941797060484e-210,2.9912782911756322e-199,8.255196943960798e-216,3.280843961354149e-212,1.9209659506835977e-201,1.3764247592608274e-212
60,3.3246147880515595e-55,7.61999282609484e-55,3.7875963337934895e-72,2.6083531359164457e-64,8.433729329307979e-61,8.585765372512271e-71,3.134346146391565e-68,1.1749791786026784e-64,1.1235778524792007e-68,1.0845703247132917e-68,5.058464417642192e-65,1.3016115871138912e-67
61,5.351524557886651e-222,1.5087967757813668e-221,1.7553181018186983e-264,4.6513933229132476e-238,1.7090473959907055e-225,1.3593574816058566e-258,2.984814389981699e-246,3.207083572588038e-234,4.263691035407555e-248,1.0152944184491744e-246,1.3356607622051278e-234,1.2184723749793282e-245
62,2.281441322840351e-266,4.37481397961107e-265,0.0,7.523644953876798e-302,3.0315450413908283e-285,0.0,6.03997505e-316,2.0363995143122722e-300,1.927e-321,3.4407823e-317,1.001000692550149e-301,1.6527056e-316
63,9.964039091702333e-34,1.3258764162467482e-33,2.0565616308981573e-36,2.4655698559619434e-34,1.670041620022796e-32,4.787523208322914e-35,5.205863606507777e-35,4.739210778159773e-33,2.4997913937238596e-34,2.604203884088242e-35,3.162561989973885e-33,4.166726214541187e-34
64,1.6108849821595715e-211,3.999492780478204e-210,3.4598330021532293e-276,8.508514522863543e-235,4.408955586514912e-220,2.0110027295229648e-269,2.231473472082581e-252,5.121658342912583e-239,5.455450358127284e-261,1.8815655702733272e-257,9.94810287538872e-245,4.3904753447821225e-258
65,1.0096592224113868e-23,2.781874638960132e-23,2.2487957186635845e-32,1.2578730283603484e-28,9.693861370579677e-27,6.678347085156808e-32,5.30640275830639e-31,3.743372924081202e-29,4.134247028101746e-31,1.332050337604313e-31,1.0783283846131371e-29,1.4211314209061809e-30
66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,8.824935426167147e-164,4.427902499436474e-163,6.256757057800143e-212,7.79087656714713e-187,3.449840539590374e-176,2.652641677928578e-207,2.0652295535523654e-196,2.473586314929769e-186,2.1124914608433795e-200,1.6679372275893735e-198,1.1275615154910802e-188,2.6420830488611216e-198
68,1.226425716759791e-25,1.708590022439501e-25,2.1521927793793206e-28,2.1527640360782285e-27,5.307589493462666e-26,1.1962198893982742e-27,1.3630870844335439e-27,5.518345086747562e-26,1.0904696675468351e-26,6.81610157752127e-28,3.679615891094895e-26,1.0905762524034031e-26
69,2.615047335242399e-113,1.8126219684072962e-112,2.4396919496191228e-148,2.0865748472103193e-127,3.3153826133972565e-119,2.817995073992281e-144,1.1048409952984547e-135,3.6748872261530997e-128,6.475042651768459e-140,5.507409040767674e-138,1.0297860764073817e-130,6.126722821901438e-138
70,4.70214919685624e-29,1.245722805557506e-28,2.204372701105365e-36,1.5379908093310399e-34,9.357610822601892e-33,6.929974763478963e-36,5.207898736924707e-35,4.742915819323193e-33,4.166318989539765e-34,2.604203884088242e-35,3.162561989973885e-33,4.166726214541187e-34
71,2.955872772002203e-179,8.009820306929013e-179,3.4923846022248855e-224,4.3268630136164886e-200,4.263272198429363e-189,4.613618226489073e-219,1.109409677185499e-208,2.705141948405536e-198,6.943851721529118e-212,1.246723176087102e-209,2.8461563898667353e-199,7.483263705832037e-209
72,1.0443211382777645e-209,1.2847452954152984e-208,4.5182393041950144e-272,7.864168159441785e-239,3.928400185035501e-225,1.708747034529827e-266,1.0633582073381804e-252,4.089934322301141e-240,7.068374163974255e-258,5.814670537602553e-254,1.9106778459536487e-241,2.9092298999538587e-253
73,1.694398544729846e-177,7.676676238330651e-177,3.2620443018763748e-224,1.6682390771906222e-193,4.326214718911324e-182,3.705658924620525e-217,4.055395549525455e-205,2.4427923271435247e-194,2.8885454022322225e-210,6.262454652048901e-209,2.1621390927990367e-198,6.549864189948105e-209
74,7.56359430674501e-255,5.0106147200344634e-253,0.0,7.191057727902609e-292,1.5758414738360247e-272,0.0,6.23e-322,4.390748863446334e-305,0.0,0.0,9.67759343349e-312,0.0
75,5.6556330629667134e-61,6.648486302018149e-61,1.999393548861789e-68,3.845158225444668e-62,9.45393712327799e-59,8.107343021774808e-65,1.103687166214373e-64,2.5600996356135713e-61,1.5934258920326695e-64,5.549204066395556e-65,1.725779443818928e-61,8.87872650623289e-64
76,7.669664919566898e-257,1.7680382153564877e-255,0.0,1.7528028704504756e-286,1.740181380481494e-269,5.326e-321,1.035302771265304e-303,1.6303331863000573e-288,2.56061551786514e-310,4.602375771279706e-306,3.96411745970022e-291,6.686092266102509e-306
77,8.085265432612006e-37,1.2086302889685757e-36,2.770536476332505e-44,4.448023231464372e-42,4.820548912701158e-40,2.426442594967198e-43,1.989374644623361e-42,4.074855836914203e-40,1.0612071990135769e-41,9.949789909625391e-43,2.7181636987254877e-40,1.5919663855400626e-41
78,3.7666955853926036e-271,6.322306585327026e-270,0.0,2.7274951537474143e-297,1.983966457628723e-279,0.0,4.30525e-318,4.781779556208558e-302,0.0,1.512e-320,8.134235128250045e-305,1.1645e-320
79,3.173647612885179e-213,2.3334268787184434e-212,4.313094440022969e-276,5.889404538741136e-239,6.573960595583211e-225,3.052855052367667e-270,3.0109527512946027e-254,3.355087055136443e-241,5.707073475578369e-261,7.559366726910092e-258,3.345206485308461e-245,1.0101735151642701e-257
80,8.827307039986804e-44,4.021504169132873e-43,2.5909294813433996e-60,1.7933500031999255e-49,7.262095532896096e-46,7.460576438304237e-59,1.004234113707443e-55,2.1029073368776623e-52,1.322002991100065e-57,1.4515671118097814e-57,2.0055778588039067e-54,5.809673938673011e-57
81,6.3115381214075555e-96,2.4109453912684724e-95,2.5961935873670677e-120,1.1530708462338938e-109,5.313374972521692e-104,1.8482472969153767e-117,3.0273411676355344e-112,1.7231147424992843e-106,1.5031836234412756e-112,3.3739118402881576e-113,2.0394963828003484e-107,5.398258944461052e-112
82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,1.8680189467812101e-78,8.592065597932179e-78,2.7277929874657294e-104,1.0680429183468173e-91,2.192957160867848e-86,5.537240300105287e-102,1.4989329899688128e-97,1.77202307250729e-92,3.974689194807376e-99,2.3106200930131442e-98,2.759276348930577e-93,1.5601258988857736e-97
84,9.25640351761523e-288,5.552604224996699e-286,0.0,2.144e-321,7.433284029612086e-301,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,8.46661565802522e-86,3.266926956795813e-85,3.2397009374571954e-112,1.320325214374908e-99,5.679911082568399e-94,2.6822041793416865e-110,2.6165873900743064e-105,5.787420409561454e-100,1.8158523422029272e-106,8.829830347656917e-106,2.372474238515903e-100,1.0596831971959333e-104
86,1.5091004129671828e-199,1.1941021266085415e-198,5.0650026574345955e-248,1.6706816485804383e-218,2.5445812820822446e-206,8.453543875011005e-241,1.2370386181716158e-226,1.1556167593269825e-214,2.088656124859756e-230,1.550945879423751e-231,4.933226232670502e-220,7.822603965909908e-232
87,1.7458165095548111e-62,1.379870089670976e-62,1.7089077650922255e-64,7.153168121807361e-59,1.2908817953512556e-55,2.353270923076655e-61,1.4153342777323135e-60,2.6335259719308624e-57,1.596173335774207e-60,2.8381406637386467e-61,5.883184146574031e-58,2.8389728003679675e-60
88,6.518084019240486e-77,2.5242385345767108e-76,2.015181976007366e-92,2.3661928020048422e-84,9.159173752859871e-80,1.761442804921042e-90,6.175918271114389e-87,1.6361952803486896e-82,2.3572176281812898e-87,3.094906128692357e-87,1.0957083600610449e-82,4.951849805907771e-86
89,1.3506954033646218e-178,1.9346918916664842e-178,2.6886222903804614e-212,9.03169732958344e-192,1.554405272769169e-181,5.099376542977134e-206,3.352281858233886e-197,2.9997396469980194e-187,2.265572179573169e-199,1.669078469827858e-198,1.1291045886932633e-188,5.6364438375703945e-198
90,2.934553413056294e-72,1.0228388642544136e-71,2.20876242599086e-92,1.780878436855334e-80,1.2016464916839588e-75,4.756342617876762e-90,2.572722610023482e-85,1.1476301600567785e-80,1.1849342543508045e-86,3.093998915877973e-87,1.0950661971285262e-82,2.4759249029538855e-86
91,3.1045756016615005e-55,6.2325446654882796e-55,1.6409136550771246e-64,3.7545843276484164e-59,7.923808237634799e-56,3.848312294248372e-63,1.2759158862441108e-60,2.4465417850062764e-57,1.2418280701030212e-60,2.8384179613014527e-61,5.8843333180259276e-58,2.555075520331172e-60
92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,5.788982713893208e-23,1.254559561268444e-22,2.273471926500759e-28,5.10153725463864e-26,1.954370479672805e-24,8.335904248722857e-28,1.3609581058055561e-27,5.50112905998364e-26,3.407680706471897e-27,6.81610157752127e-28,3.679615891094895e-26,1.0905762524034031e-26
94,5.7006209812938546e-127,6.620314461320688e-126,2.9211226170879084e-164,6.47737060433859e-145,1.758408287445655e-136,9.938312256236152e-162,4.104644205058214e-152,3.5961088978013575e-144,4.274640971633529e-155,1.2067394949833657e-153,7.7729896482916845e-146,3.5667880216415785e-153
95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,2.56743442221738e-67,4.445121289954841e-67,2.6431171259285795e-84,3.2714141230255295e-75,5.424611310745824e-71,1.5692378596543576e-82,1.6051416423177086e-79,1.8772154870527977e-75,5.771414926331598e-80,8.100438938345973e-80,1.2748480208349814e-75,1.2960702301353557e-78
97,4.21843220020871e-222,2.2225811615732967e-222,5.680302334039254e-268,5.389854795267926e-241,2.1051167421327046e-228,2.5826009374881706e-260,1.7116829020861782e-249,3.500712570130317e-237,1.7865582004439675e-252,1.9839656063690527e-250,3.9134505133977124e-238,1.190844776172135e-249
98,3.8940232382096994e-84,1.4142278838197956e-83,2.8191122421126504e-108,1.3476886403129109e-92,6.756396012625121e-87,2.1225215375404543e-104,3.5246937613929054e-99,1.1727400216582142e-93,1.809189856304845e-100,1.0131312632810799e-101,2.2334876731827583e-96,2.7812513958642044e-101
99,2.1535124121241293e-130,4.0968996219806305e-130,2.5929389695243652e-160,3.3140105132806045e-143,2.5521529374088804e-135,9.54391035408792e-156,1.8287758331607717e-149,6.462892449689638e-142,2.275007281853352e-151,2.746003233709857e-150,9.559851072727638e-143,1.8540956933115628e-149
100,2.780563432869248e-122,2.600252829946245e-122,2.2767616685350593e-140,7.159915946557777e-129,2.6069562747161515e-122,1.0340358690035837e-136,1.9204714580805485e-131,6.591741717670022e-125,7.97347153174818e-132,9.626780095277549e-132,4.416867206602013e-125,1.5402848152444079e-130
101,4.1757104680817996e-225,1.4615946790497265e-224,2.9010420341444165e-280,6.124241332558341e-244,6.761502339648274e-230,2.75024708229846e-271,1.0642170217766216e-258,1.1685184910907012e-245,7.440093868716435e-264,2.215308609831416e-260,2.2752119692144527e-247,2.1066031847168298e-260
102,7.785446523746109e-303,1.555417127294679e-301,0.0,0.0,1.77493e-319,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,1.125409616664051e-103,6.498312366169182e-103,2.7271102075691818e-136,7.048352763981116e-120,6.16605778513416e-113,2.434865445494989e-134,3.070257271658533e-126,1.1269007205627525e-119,1.2568052118005146e-128,4.92409815984362e-128,1.506004661151317e-121,4.432554627069595e-127
105,2.4362810715528308e-233,7.202241300787064e-233,4.719163684341137e-296,3.0198260415791622e-260,2.067795705373886e-245,2.204322932045514e-287,5.868935656910712e-274,3.443501097728252e-260,7.03789226800808e-280,2.1579680115972756e-276,7.25168467037424e-263,3.5859860756193166e-276
106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,1.595249384394213e-257,1.6514418094126746e-256,0.0,1.8302479819719402e-279,8.692890167557595e-262,2.075e-321,2.166723137958838e-300,6.814134184077596e-284,1.7658793106975e-310,4.623902964126542e-307,2.1793313136561264e-291,1.2339885094988633e-308
